curve,operation,size,threads,execution_mode,repetitions,elapsed_ns_p50,elapsed_ns_p95,elapsed_ns_mean,elapsed_ns_cv,operations,throughput_ops_per_s_p50
Jubjub-BLS12-381,field_add,128,2,parallel,10,94853.000000,228634.000000,119037.200000,0.59241247,1024,10795652.219751
Jubjub-BLS12-381,field_add,128,4,parallel,10,222035.500000,317316.800000,230593.800000,0.27247867,1024,4611875.128076
Jubjub-BLS12-381,field_add,128,8,parallel,10,536896.500000,578470.850000,520288.600000,0.10624741,1024,1907257.730307
Jubjub-BLS12-381,field_add,256,1,serial,10,5881.000000,6965.550000,6079.200000,0.08889710,2048,348240095.221901
Jubjub-BLS12-381,field_add,256,2,parallel,10,93251.000000,135939.100000,99949.300000,0.21013803,2048,21962230.968033
Jubjub-BLS12-381,field_add,256,4,parallel,10,236855.500000,292058.600000,220059.600000,0.25559824,2048,8646622.096595
Jubjub-BLS12-381,field_add,256,8,parallel,10,574880.000000,666983.050000,567610.500000,0.14979622,2048,3562482.605065
Jubjub-BLS12-381,field_add,512,1,serial,10,12989.500000,13602.500000,12418.100000,0.10337088,4096,315331613.995920
Jubjub-BLS12-381,field_add,512,2,parallel,10,106792.000000,132779.200000,107287.300000,0.14945228,4096,38354932.953779
Jubjub-BLS12-381,field_add,512,4,parallel,10,183917.500000,346446.750000,212490.300000,0.35510863,4096,22270855.138853
Jubjub-BLS12-381,field_add,512,8,parallel,10,591756.500000,672858.950000,569193.500000,0.17403172,4096,6921765.962858
Jubjub-BLS12-381,field_inv,2,1,serial,10,66133.000000,243316.850000,99565.100000,0.97546060,16,241936.703310
Jubjub-BLS12-381,field_inv,2,2,parallel,10,162943.000000,328305.900000,185244.200000,0.50894035,16,98193.846928
Jubjub-BLS12-381,field_inv,2,4,parallel,10,191301.000000,349677.900000,216326.400000,0.39588952,16,83637.827298
Jubjub-BLS12-381,field_inv,2,8,parallel,10,544282.500000,679668.700000,544095.000000,0.17663090,16,29396.499061
Jubjub-BLS12-381,field_inv,4,1,serial,10,103056.500000,116312.500000,105129.500000,0.07115073,32,310509.283742
Jubjub-BLS12-381,field_inv,4,2,parallel,10,173529.000000,198167.850000,177129.800000,0.07320017,32,184407.217237
Jubjub-BLS12-381,field_inv,4,4,parallel,10,199473.500000,220909.400000,196634.700000,0.08919643,32,160422.311736
Jubjub-BLS12-381,field_inv,4,8,parallel,10,552153.000000,700865.500000,582150.500000,0.13390426,32,57954.950892
Jubjub-BLS12-381,field_inv,8,1,serial,10,184563.500000,206461.600000,184195.700000,0.12065359,64,346764.121833
Jubjub-BLS12-381,field_inv,8,2,parallel,10,212707.500000,295026.500000,226525.400000,0.16811060,64,300882.667513
Jubjub-BLS12-381,field_inv,8,4,parallel,10,215415.500000,282141.000000,221864.400000,0.17699140,64,297100.255088
Jubjub-BLS12-381,field_inv,8,8,parallel,10,608777.500000,757030.650000,609906.100000,0.21882802,64,105128.721084
Jubjub-BLS12-381,field_inv,16,1,serial,10,295234.000000,379001.100000,321470.100000,0.13443158,128,433554.400916
Jubjub-BLS12-381,field_inv,16,2,parallel,10,293255.500000,348329.600000,304421.000000,0.10201410,128,436479.452218
Jubjub-BLS12-381,field_inv,16,4,parallel,10,259584.500000,411160.150000,287159.000000,0.26474376,128,493095.697162
Jubjub-BLS12-381,field_inv,16,8,parallel,10,614954.500000,725483.950000,600066.800000,0.16580757,128,208145.480682
Jubjub-BLS12-381,field_inv,32,1,serial,10,564605.500000,718990.550000,597764.200000,0.12092456,256,453413.932383
Jubjub-BLS12-381,field_inv,32,2,parallel,10,516534.500000,647348.300000,519307.900000,0.17002584,256,495610.651370
Jubjub-BLS12-381,field_inv,32,4,parallel,10,394925.000000,480596.350000,401239.000000,0.14342987,256,648224.346395
Jubjub-BLS12-381,field_inv,32,8,parallel,10,652392.500000,735259.350000,650558.500000,0.11042539,256,392401.813326
Jubjub-BLS12-381,field_inv,64,1,serial,10,1043937.500000,1291059.950000,1104222.900000,0.10414432,512,490450.817218
Jubjub-BLS12-381,field_inv,64,2,parallel,10,813602.000000,941106.350000,834564.500000,0.08662574,512,629300.321287
Jubjub-BLS12-381,field_inv,64,4,parallel,10,574755.000000,705315.600000,582289.000000,0.13989299,512,890814.346983
Jubjub-BLS12-381,field_inv,64,8,parallel,10,692559.000000,914866.500000,715746.700000,0.17289107,512,739287.194304
Jubjub-BLS12-381,field_inv,128,1,serial,10,2205666.000000,2524378.350000,2208168.800000,0.09435404,1024,464258.867843
Jubjub-BLS12-381,field_inv,128,2,parallel,10,1322634.000000,1824516.550000,1374787.700000,0.20648294,1024,774212.669567
Jubjub-BLS12-381,field_inv,128,4,parallel,10,894449.000000,991223.250000,906255.700000,0.05510937,1024,1144838.889640
Jubjub-BLS12-381,field_inv,128,8,parallel,10,848659.500000,972822.050000,843695.100000,0.10986480,1024,1206608.775369
Jubjub-BLS12-381,field_inv,256,1,serial,10,4094684.000000,4733864.650000,4204254.800000,0.07087842,2048,500160.696161
Jubjub-BLS12-381,field_inv,256,2,parallel,10,2428946.500000,2699531.550000,2436243.000000,0.07311816,2048,843163.898423
Jubjub-BLS12-381,field_inv,256,4,parallel,10,1457772.000000,1627645.700000,1472343.800000,0.06640296,2048,1404883.616917
Jubjub-BLS12-381,field_inv,256,8,parallel,10,1273705.500000,1516433.250000,1237177.600000,0.17654122,2048,1607907.008331
Jubjub-BLS12-381,field_inv,512,1,serial,10,8228342.000000,9492712.250000,8416019.500000,0.08250389,4096,497791.657177
Jubjub-BLS12-381,field_inv,512,2,parallel,10,4677484.500000,7039673.700000,5061196.700000,0.21926698,4096,875684.355555
Jubjub-BLS12-381,field_inv,512,4,parallel,10,2458967.500000,3487248.750000,2656178.000000,0.20001972,4096,1665739.787126
Jubjub-BLS12-381,field_inv,512,8,parallel,10,1637447.000000,2153258.450000,1731898.800000,0.14422161,4096,2501455.008925
Jubjub-BLS12-381,field_mul,2,1,serial,10,911.500000,1267.550000,954.800000,0.25721512,16,17553483.269336
Jubjub-BLS12-381,field_mul,2,2,parallel,10,89274.000000,121114.350000,95046.100000,0.15675674,16,179223.514125
Jubjub-BLS12-381,field_mul,2,4,parallel,10,273474.000000,409270.450000,272333.800000,0.35434947,16,58506.475936
Jubjub-BLS12-381,field_mul,2,8,parallel,10,450238.000000,532803.450000,462313.800000,0.12851785,16,35536.760558
Jubjub-BLS12-381,field_mul,4,1,serial,10,992.000000,1260.050000,990.900000,0.18645815,32,32258064.516129
Jubjub-BLS12-381,field_mul,4,2,parallel,10,99675.500000,150047.000000,109632.800000,0.20766094,32,321041.780578
Jubjub-BLS12-381,field_mul,4,4,parallel,10,254093.000000,356409.250000,260765.400000,0.27135072,32,125938.140759
Jubjub-BLS12-381,field_mul,4,8,parallel,10,463197.000000,589193.150000,460655.500000,0.20837540,32,69085.076112
Jubjub-BLS12-381,field_mul,8,1,serial,10,1403.000000,1678.500000,1395.700000,0.14245293,64,45616535.994298
Jubjub-BLS12-381,field_mul,8,2,parallel,10,96645.000000,109466.300000,98610.000000,0.07378421,64,662217.393554
Jubjub-BLS12-381,field_mul,8,4,parallel,10,219924.500000,298630.300000,233451.500000,0.25268474,64,291008.959893
Jubjub-BLS12-381,field_mul,8,8,parallel,10,481598.500000,566830.800000,470559.200000,0.18788377,64,132890.779353
Jubjub-BLS12-381,field_mul,16,1,serial,10,2309.000000,2717.000000,2372.200000,0.08884042,128,55435253.356431
Jubjub-BLS12-381,field_mul,16,2,parallel,10,104439.500000,115516.600000,101523.800000,0.11681692,128,1225589.934843
Jubjub-BLS12-381,field_mul,16,4,parallel,10,185987.000000,293397.850000,206712.100000,0.25831744,128,688220.144419
Jubjub-BLS12-381,field_mul,16,8,parallel,10,485539.500000,669227.150000,490177.400000,0.27310266,128,263624.277736
Jubjub-BLS12-381,field_mul,32,1,serial,10,4273.000000,5428.050000,4571.500000,0.11875960,256,59911069.506202
Jubjub-BLS12-381,field_mul,32,2,parallel,10,96324.500000,122353.200000,101760.300000,0.12365025,256,2657683.143956
Jubjub-BLS12-381,field_mul,32,4,parallel,10,251483.000000,314056.050000,246158.700000,0.22383629,256,1017961.452663
Jubjub-BLS12-381,field_mul,32,8,parallel,10,546823.000000,688289.950000,525206.600000,0.26456793,256,468158.800928
Jubjub-BLS12-381,field_mul,64,1,serial,10,8300.500000,9577.150000,8502.800000,0.07773260,512,61683031.142702
Jubjub-BLS12-381,field_mul,64,2,parallel,10,116602.000000,137584.200000,117702.100000,0.10852724,512,4391005.300081
Jubjub-BLS12-381,field_mul,64,4,parallel,10,225740.000000,322501.550000,224756.500000,0.29705440,512,2268096.039692
Jubjub-BLS12-381,field_mul,64,8,parallel,10,582223.500000,668144.300000,570732.700000,0.12511507,512,879387.383024
Jubjub-BLS12-381,field_mul,128,1,serial,10,16255.000000,18810.850000,16642.000000,0.08267709,1024,62996001.230391
Jubjub-BLS12-381,field_mul,128,2,parallel,10,114037.500000,154160.200000,118431.500000,0.20069038,1024,8979502.356681
Jubjub-BLS12-381,field_mul,128,4,parallel,10,177520.500000,328061.000000,201864.700000,0.34115166,1024,5768347.880949
Jubjub-BLS12-381,field_mul,128,8,parallel,10,566759.500000,672811.300000,564990.300000,0.14517481,1024,1806762.833265
Jubjub-BLS12-381,field_mul,256,1,serial,10,39729.000000,52585.900000,39141.800000,0.20611855,2048,51549246.142616
Jubjub-BLS12-381,field_mul,256,2,parallel,10,136021.500000,180899.200000,143892.100000,0.15227948,2048,15056443.282863
Jubjub-BLS12-381,field_mul,256,4,parallel,10,204363.000000,323025.550000,214316.200000,0.33630306,2048,10021383.518543
Jubjub-BLS12-381,field_mul,256,8,parallel,10,548138.000000,656203.600000,540161.600000,0.18606421,2048,3736285.387986
Jubjub-BLS12-381,field_mul,512,1,serial,10,79543.000000,98142.200000,77994.100000,0.16276438,4096,51494160.391235
Jubjub-BLS12-381,field_mul,512,2,parallel,10,155653.500000,180658.150000,156007.000000,0.11184313,4096,26314859.608040
Jubjub-BLS12-381,field_mul,512,4,parallel,10,185169.500000,236450.250000,190826.000000,0.14660807,4096,22120273.587173
Jubjub-BLS12-381,field_mul,512,8,parallel,10,551531.000000,690262.200000,538648.100000,0.25016031,4096,7426599.774083
Jubjub-BLS12-381,msm,2,1,serial,10,3434734.000000,3767814.500000,3430783.500000,0.07410282,16,4658.293772
Jubjub-BLS12-381,msm,2,2,parallel,10,1779710.500000,2092619.900000,1809655.200000,0.09624000,16,8990.226219
Jubjub-BLS12-381,msm,2,4,parallel,10,1201854.500000,1330837.050000,1197473.500000,0.07304096,16,13312.759573
Jubjub-BLS12-381,msm,2,8,parallel,10,1102196.500000,1179900.450000,1091772.600000,0.06279667,16,14516.467799
Jubjub-BLS12-381,msm,4,1,serial,10,3430566.500000,3693566.100000,3475093.200000,0.03944382,32,9327.905464
Jubjub-BLS12-381,msm,4,2,parallel,10,1954036.500000,2121129.650000,1962899.600000,0.05680417,32,16376.357351
Jubjub-BLS12-381,msm,4,4,parallel,10,1233827.500000,1485143.550000,1288185.600000,0.09394495,32,25935.554200
Jubjub-BLS12-381,msm,4,8,parallel,10,1071386.500000,1197379.450000,1059775.200000,0.10107486,32,29867.839477
Jubjub-BLS12-381,msm,8,1,serial,10,4085483.500000,4414112.550000,4107988.800000,0.05051368,64,15665.220530
Jubjub-BLS12-381,msm,8,2,parallel,10,2292093.500000,2702812.700000,2338754.600000,0.10191126,64,27922.072114
Jubjub-BLS12-381,msm,8,4,parallel,10,1443015.500000,1688487.750000,1491955.100000,0.08231389,64,44351.567949
Jubjub-BLS12-381,msm,8,8,parallel,10,1144159.000000,1379079.750000,1178465.100000,0.10378632,64,55936.281583
Jubjub-BLS12-381,msm,16,1,serial,10,5238619.500000,6762740.500000,5542980.300000,0.12806882,128,24433.918134
Jubjub-BLS12-381,msm,16,2,parallel,10,2784181.500000,3025320.400000,2818683.100000,0.05083832,128,45974.014266
Jubjub-BLS12-381,msm,16,4,parallel,10,1841145.500000,1970099.350000,1849615.600000,0.04972055,128,69521.936208
Jubjub-BLS12-381,msm,16,8,parallel,10,1360899.500000,1514703.350000,1352837.300000,0.08409301,128,94055.439068
Jubjub-BLS12-381,msm,32,1,serial,10,9120965.500000,9917454.350000,9357873.900000,0.04455039,256,28067.204070
Jubjub-BLS12-381,msm,32,2,parallel,10,4675802.000000,5050509.150000,4765999.800000,0.03924759,256,54749.965888
Jubjub-BLS12-381,msm,32,4,parallel,10,2774664.000000,2974850.600000,2782516.600000,0.04754040,256,92263.423607
Jubjub-BLS12-381,msm,32,8,parallel,10,1929746.000000,2130388.300000,1925081.700000,0.07783347,256,132659.945920
Jubjub-BLS12-381,msm,64,1,serial,10,15060324.500000,17146913.700000,15390985.700000,0.06822305,512,33996.611428
Jubjub-BLS12-381,msm,64,2,parallel,10,7639251.500000,7989339.100000,7716044.200000,0.01919443,512,67022.273059
Jubjub-BLS12-381,msm,64,4,parallel,10,4412539.500000,4669982.150000,4385011.400000,0.04666548,512,116032.955626
Jubjub-BLS12-381,msm,64,8,parallel,10,2813343.500000,3502980.200000,2973402.300000,0.12380133,512,181989.863662
Jubjub-BLS12-381,msm,128,1,serial,10,19547805.000000,21717516.350000,19902566.400000,0.05596008,1024,52384.398146
Jubjub-BLS12-381,msm,128,2,parallel,10,10160825.000000,10355508.150000,10178803.200000,0.01261893,1024,100779.218223
Jubjub-BLS12-381,msm,128,4,parallel,10,5510164.500000,5693529.650000,5506772.000000,0.02526156,1024,185838.371976
Jubjub-BLS12-381,msm,128,8,parallel,10,3376528.500000,4661637.200000,3753583.400000,0.17668438,1024,303270.059767
Jubjub-BLS12-381,msm,256,1,serial,10,34567729.000000,38211969.950000,35274396.400000,0.05037036,2048,59246.009479
Jubjub-BLS12-381,msm,256,2,parallel,10,17105423.000000,18891451.650000,17401731.400000,0.05431237,2048,119728.111956
Jubjub-BLS12-381,msm,256,4,parallel,10,9132062.500000,9411075.450000,9111785.500000,0.02795221,2048,224264.781368
Jubjub-BLS12-381,msm,256,8,parallel,10,7234949.500000,7483889.600000,7156163.400000,0.04514862,2048,283070.393235
Jubjub-BLS12-381,msm,512,1,serial,10,61009263.500000,65167599.350000,62032685.900000,0.03371353,4096,67137.345462
Jubjub-BLS12-381,msm,512,2,parallel,10,30130026.500000,31454109.250000,30315898.800000,0.02331875,4096,135944.122054
Jubjub-BLS12-381,msm,512,4,parallel,10,16415234.000000,21052881.350000,17688710.000000,0.12361160,4096,249524.313817
Jubjub-BLS12-381,msm,512,8,parallel,10,10628507.000000,12867600.150000,10509952.800000,0.21520822,4096,385378.680185
Jubjub-BLS12-381,ntt,2,1,serial,10,1743.500000,2558.000000,1852.500000,0.22186508,16,9176942.930886
Jubjub-BLS12-381,ntt,2,2,parallel,10,99124.000000,129207.800000,103955.300000,0.15242468,16,161413.986522
Jubjub-BLS12-381,ntt,2,4,parallel,10,187441.000000,319764.000000,208705.200000,0.32069407,16,85360.193341
Jubjub-BLS12-381,ntt,2,8,parallel,10,519795.000000,619678.650000,514139.500000,0.20015305,16,30781.365731
